,memory,version,dataset,motif length,metric,value
387,0.25 GB,SCAMPI (0.25 GB),WindTurbine,4096,setup in s,40.178155287
388,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,512,setup in s,5.151330889
389,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,1024,setup in s,5.713998627
390,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,2048,setup in s,5.797044724
391,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,4096,setup in s,4.325346721
392,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,512,setup in s,267.49170145
393,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,1024,setup in s,288.382860509
394,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,2048,setup in s,281.061282727
395,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,4096,setup in s,323.820658592
396,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,512,setup in s,122.502033201
397,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,1024,setup in s,128.576229117
398,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,2048,setup in s,133.259757243
399,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,4096,setup in s,139.572901376
400,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,512,setup in s,14.608473147
401,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,1024,setup in s,9.780629775
402,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,2048,setup in s,16.588530808
403,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,4096,setup in s,20.002627857
404,8 GB,SCAMPI (8 GB),house,512,setup in s,11.774139833
405,8 GB,SCAMPI (8 GB),house,1024,setup in s,31.670343843
406,8 GB,SCAMPI (8 GB),house,2048,setup in s,41.617069271
407,8 GB,SCAMPI (8 GB),house,4096,setup in s,29.46612517
408,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,512,setup in s,39.857536314
409,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,1024,setup in s,40.545946711
410,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,2048,setup in s,40.191077259
411,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,4096,setup in s,35.797635492
412,2 GB,SCAMPI (2 GB),swtAttack38,512,setup in s,1.99660736
413,2 GB,SCAMPI (2 GB),swtAttack38,1024,setup in s,17.58536746
414,2 GB,SCAMPI (2 GB),swtAttack38,2048,setup in s,16.987271266
415,2 GB,SCAMPI (2 GB),swtAttack38,4096,setup in s,16.618460185
416,32 GB,SCAMPI (32 GB),swtAttack7,512,setup in s,13.705497756
417,32 GB,SCAMPI (32 GB),swtAttack7,1024,setup in s,77.097732374
418,32 GB,SCAMPI (32 GB),swtAttack7,2048,setup in s,31.856501466
419,32 GB,SCAMPI (32 GB),swtAttack7,4096,setup in s,28.913728964
420,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,512,setup in s,44.58087538
421,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,1024,setup in s,45.660080336
422,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,2048,setup in s,47.974596269
423,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,4096,setup in s,45.06544622
424,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,512,setup in s,124.643044446
425,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,1024,setup in s,124.363790202
426,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,2048,setup in s,126.023684631
427,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,4096,setup in s,143.50147191
428,64 GB,SCAMPI (64 GB),solarwind,512,setup in s,162.827763437
429,64 GB,SCAMPI (64 GB),solarwind,1024,setup in s,157.194128817
430,64 GB,SCAMPI (64 GB),solarwind,2048,setup in s,155.16461964
431,64 GB,SCAMPI (64 GB),solarwind,4096,setup in s,146.013121439
432,16 GB,SCAMPI (16 GB),solarwind,512,setup in s,44.700872258
433,16 GB,SCAMPI (16 GB),solarwind,1024,setup in s,47.389415838
434,16 GB,SCAMPI (16 GB),solarwind,2048,setup in s,44.261159576
435,16 GB,SCAMPI (16 GB),solarwind,4096,setup in s,44.306831882
436,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,512,setup in s,156.506907503
437,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,1024,setup in s,161.903923552
438,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,2048,setup in s,162.148867527
439,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,4096,setup in s,157.391806152
440,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,512,setup in s,264.29433629
441,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,1024,setup in s,287.294721813
442,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,2048,setup in s,266.044703771
443,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,4096,setup in s,315.077062425
444,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,512,setup in s,5.915945085
445,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,1024,setup in s,6.019678455
446,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,2048,setup in s,6.300803701
447,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,4096,setup in s,6.158677073
448,32 GB,SCAMPI (32 GB),house,512,setup in s,35.3665049
449,32 GB,SCAMPI (32 GB),house,1024,setup in s,35.319496659
450,32 GB,SCAMPI (32 GB),house,2048,setup in s,40.570319715
451,32 GB,SCAMPI (32 GB),house,4096,setup in s,91.902376531
452,64 GB,SCAMPI (64 GB),swtAttack38,512,setup in s,1.9792632650000002
453,64 GB,SCAMPI (64 GB),swtAttack38,1024,setup in s,36.992607663
454,64 GB,SCAMPI (64 GB),swtAttack38,2048,setup in s,50.93640744
455,64 GB,SCAMPI (64 GB),swtAttack38,4096,setup in s,16.809759645
456,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,512,setup in s,162.781578663
457,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,1024,setup in s,56.139109956
458,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,2048,setup in s,156.987760926
459,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,4096,setup in s,121.573072267
460,16 GB,SCAMPI (16 GB),swtAttack38,512,setup in s,1.9343397230000001
461,16 GB,SCAMPI (16 GB),swtAttack38,1024,setup in s,36.640662759
462,16 GB,SCAMPI (16 GB),swtAttack38,2048,setup in s,53.274012116
463,16 GB,SCAMPI (16 GB),swtAttack38,4096,setup in s,16.793288746
464,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,512,setup in s,273.9739215
465,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,1024,setup in s,292.031129266
466,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,2048,setup in s,280.343193407
467,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,4096,setup in s,324.086503088
468,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,512,setup in s,9.892917431
469,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,1024,setup in s,11.321872048
470,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,2048,setup in s,8.190773589
471,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,4096,setup in s,10.232980018
472,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,512,setup in s,16.272688881
473,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,1024,setup in s,17.062268488
474,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,2048,setup in s,17.467551304
475,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,4096,setup in s,2.810679125
476,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,512,setup in s,17.737003408
477,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,1024,setup in s,18.290370328
478,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,2048,setup in s,19.878361103
479,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,4096,setup in s,8.180899693
480,2 GB,SCAMPI (2 GB),CinC_Challenge,512,setup in s,34.113731977
481,2 GB,SCAMPI (2 GB),CinC_Challenge,1024,setup in s,43.129072472
482,2 GB,SCAMPI (2 GB),CinC_Challenge,2048,setup in s,42.243328867
483,2 GB,SCAMPI (2 GB),CinC_Challenge,4096,setup in s,42.864681044
484,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,512,setup in s,17.891264087
485,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,1024,setup in s,17.44703453
486,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,2048,setup in s,19.536713067
487,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,4096,setup in s,7.891508029
488,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,512,setup in s,18.038693588
489,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,1024,setup in s,18.18850498
490,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,2048,setup in s,19.881158517
491,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,4096,setup in s,8.368720644
492,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,512,setup in s,15.796236391
493,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,1024,setup in s,17.267951317
494,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,2048,setup in s,16.932404731
495,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,4096,setup in s,218.301723575
496,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,512,setup in s,272.125231348
497,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,1024,setup in s,297.285177214
498,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,2048,setup in s,258.020855573
499,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,4096,setup in s,300.931276163
500,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,512,setup in s,4.589615873
501,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,1024,setup in s,3.981490997
502,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,2048,setup in s,4.016721234
503,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,4096,setup in s,4.101088359
504,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,512,setup in s,14.29885259
505,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,1024,setup in s,9.828115206
506,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,2048,setup in s,16.673459725
507,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,4096,setup in s,19.221084052
508,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,512,setup in s,48.135774775
509,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,1024,setup in s,10.713877742
510,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,2048,setup in s,10.213429303
511,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,4096,setup in s,12.04094021
512,4 GB,SCAMPI (4 GB),house,512,setup in s,11.280993069
513,4 GB,SCAMPI (4 GB),house,1024,setup in s,30.174564617
514,4 GB,SCAMPI (4 GB),house,2048,setup in s,39.690219977
515,4 GB,SCAMPI (4 GB),house,4096,setup in s,17.987223758
516,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,512,setup in s,21.277983097
517,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,1024,setup in s,22.481782539
518,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,2048,setup in s,22.598619625
519,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,4096,setup in s,19.450464401
520,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,512,setup in s,50.404350396
521,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,1024,setup in s,14.393674388
522,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,2048,setup in s,13.73360326
523,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,4096,setup in s,14.96343424
524,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,512,setup in s,17.955930179
525,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,1024,setup in s,10.344041314
526,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,2048,setup in s,17.003710816
527,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,4096,setup in s,19.608731731
528,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,512,setup in s,16.366463664
529,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,1024,setup in s,16.067894007
530,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,2048,setup in s,16.75816271
531,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,4096,setup in s,58.480544403
532,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,512,setup in s,5.657436949
533,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,1024,setup in s,5.676804018
534,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,2048,setup in s,4.994399327
535,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,4096,setup in s,5.44599477
536,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,512,setup in s,74.629592832
537,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,1024,setup in s,63.822709791
538,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,2048,setup in s,69.955684036
539,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,4096,setup in s,65.371315113
540,1 GB,SCAMPI (1 GB),WindTurbine,512,setup in s,26.114543964
541,1 GB,SCAMPI (1 GB),WindTurbine,1024,setup in s,33.200067814
542,1 GB,SCAMPI (1 GB),WindTurbine,2048,setup in s,36.400020964
543,1 GB,SCAMPI (1 GB),WindTurbine,4096,setup in s,41.134884651
544,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,512,setup in s,19.356244229
545,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,1024,setup in s,16.91536657
546,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,2048,setup in s,57.715138475
547,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,4096,setup in s,59.139633366
548,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,512,setup in s,4.510173833
549,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,1024,setup in s,4.089432877
550,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,2048,setup in s,2.813421098
551,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,4096,setup in s,2.72987344
552,8 GB,SCAMPI (8 GB),Lab_K_060314,512,setup in s,23.2990185
553,8 GB,SCAMPI (8 GB),Lab_K_060314,1024,setup in s,23.338939693
554,8 GB,SCAMPI (8 GB),Lab_K_060314,2048,setup in s,23.325229534
555,8 GB,SCAMPI (8 GB),Lab_K_060314,4096,setup in s,23.657527388
556,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,512,setup in s,18.043952942
557,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,1024,setup in s,16.925815645
558,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,2048,setup in s,231.12918593
559,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,4096,setup in s,242.87762333
560,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,512,setup in s,178.70906228
561,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,1024,setup in s,65.822759635
562,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,2048,setup in s,75.717624327
563,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,4096,setup in s,224.982904935
564,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,512,setup in s,159.187994145
565,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,1024,setup in s,170.439020675
566,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,2048,setup in s,200.873624364
567,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,4096,setup in s,218.133349806
568,8 GB,SCAMPI (8 GB),recorddata,512,setup in s,295.431951422
569,8 GB,SCAMPI (8 GB),recorddata,1024,setup in s,302.626741433
570,8 GB,SCAMPI (8 GB),recorddata,2048,setup in s,301.155277906
571,8 GB,SCAMPI (8 GB),recorddata,4096,setup in s,300.385099718
572,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,512,setup in s,15.080821127
573,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,1024,setup in s,15.979536213
574,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,2048,setup in s,17.030998366
575,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,4096,setup in s,5.367111191
576,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,512,setup in s,17.03798379
577,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,1024,setup in s,17.189487382
578,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,2048,setup in s,19.838227988
579,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,4096,setup in s,8.249305945
580,0.25 GB,SCAMPI (0.25 GB),swtAttack38,512,setup in s,2.029068959
581,0.25 GB,SCAMPI (0.25 GB),swtAttack38,1024,setup in s,4.290526705
582,0.25 GB,SCAMPI (0.25 GB),swtAttack38,2048,setup in s,3.853062554
583,0.25 GB,SCAMPI (0.25 GB),swtAttack38,4096,setup in s,3.8023331860000003
584,2 GB,SCAMPI (2 GB),Lab_FD_061014,512,setup in s,13.363138451
585,2 GB,SCAMPI (2 GB),Lab_FD_061014,1024,setup in s,14.713137059
586,2 GB,SCAMPI (2 GB),Lab_FD_061014,2048,setup in s,11.383909422
587,2 GB,SCAMPI (2 GB),Lab_FD_061014,4096,setup in s,13.347091895
588,1 GB,SCAMPI (1 GB),Lab_K_060314,512,setup in s,7.844144621
589,1 GB,SCAMPI (1 GB),Lab_K_060314,1024,setup in s,7.775568097
590,1 GB,SCAMPI (1 GB),Lab_K_060314,2048,setup in s,7.844179455
591,1 GB,SCAMPI (1 GB),Lab_K_060314,4096,setup in s,7.906173912
592,8 GB,SCAMPI (8 GB),WindTurbine,512,setup in s,25.617573045
593,8 GB,SCAMPI (8 GB),WindTurbine,1024,setup in s,31.985425244
594,8 GB,SCAMPI (8 GB),WindTurbine,2048,setup in s,35.615490438
595,8 GB,SCAMPI (8 GB),WindTurbine,4096,setup in s,40.460647615
596,4 GB,SCAMPI (4 GB),swtAttack7,512,setup in s,9.037313302
597,4 GB,SCAMPI (4 GB),swtAttack7,1024,setup in s,33.128581073
598,4 GB,SCAMPI (4 GB),swtAttack7,2048,setup in s,31.921089941
599,4 GB,SCAMPI (4 GB),swtAttack7,4096,setup in s,27.004138691
600,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,512,setup in s,12.213053345
601,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,1024,setup in s,11.47226388
602,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,2048,setup in s,10.517702681
603,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,4096,setup in s,9.895428468
604,32 GB,SCAMPI (32 GB),recorddata,512,setup in s,285.641827628
605,32 GB,SCAMPI (32 GB),recorddata,1024,setup in s,297.495619331
606,32 GB,SCAMPI (32 GB),recorddata,2048,setup in s,306.301296171
607,32 GB,SCAMPI (32 GB),recorddata,4096,setup in s,331.904419455
608,0.5 GB,SCAMPI (0.5 GB),house,512,setup in s,11.176887704
609,0.5 GB,SCAMPI (0.5 GB),house,1024,setup in s,30.035408002
610,0.5 GB,SCAMPI (0.5 GB),house,2048,setup in s,35.694474425
611,0.5 GB,SCAMPI (0.5 GB),house,4096,setup in s,8.581238963
612,4 GB,SCAMPI (4 GB),solarwind,512,setup in s,19.613291935
613,4 GB,SCAMPI (4 GB),solarwind,1024,setup in s,21.260543948
614,4 GB,SCAMPI (4 GB),solarwind,2048,setup in s,19.923465244
615,4 GB,SCAMPI (4 GB),solarwind,4096,setup in s,16.286624583
616,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,512,setup in s,17.592789934
617,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,1024,setup in s,17.658759968000002
618,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,2048,setup in s,19.797148488
619,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,4096,setup in s,7.974950852
620,2 GB,SCAMPI (2 GB),FingerFlexionECoG,512,setup in s,123.258685905
621,2 GB,SCAMPI (2 GB),FingerFlexionECoG,1024,setup in s,121.6563906
622,2 GB,SCAMPI (2 GB),FingerFlexionECoG,2048,setup in s,123.750632758
623,2 GB,SCAMPI (2 GB),FingerFlexionECoG,4096,setup in s,137.629072021
624,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,512,setup in s,128.604860068
625,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,1024,setup in s,132.88163592
626,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,2048,setup in s,146.69858974
627,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,4096,setup in s,170.726432567
628,1 GB,SCAMPI (1 GB),recorddata,512,setup in s,298.722850482
629,1 GB,SCAMPI (1 GB),recorddata,1024,setup in s,293.850064696
630,1 GB,SCAMPI (1 GB),recorddata,2048,setup in s,292.15411896
631,1 GB,SCAMPI (1 GB),recorddata,4096,setup in s,318.69494818
632,8 GB,SCAMPI (8 GB),HAR_Ambient_Sensor_Data,512,setup in s,15.728203503
633,8 GB,SCAMPI (8 GB),HAR_Ambient_Sensor_Data,1024,setup in s,16.725003307
